neo_reference_id,name,absolute_magnitude_h,min_diameter_m,max_diameter_m,close_approach_date,epoch_date_close_approach,miss_distance_km,relative_velocity_kph,is_potentially_hazardous,is_sentry_object
2494697,494697 (2004 SW55),20.77,186.44681832,416.9077599521,2022-01-07,1641557340000,20026767.65594481,36172.0804304837,True,False
2496860,496860 (1999 XL136),19.67,309.4246986173,691.8946600257,2022-01-07,1641521220000,13396080.931113835,60344.7698097014,True,False
3311963,(2006 AL4),24.92,27.5775052924,61.6651764838,2022-01-07,1641566700000,14239203.68058826,34048.6562512758,False,False
3401388,(2008 CO),22.6,80.2703167283,179.4898847799,2022-01-07,1641542040000,30934770.47273939,16072.4360970133,False,False
3827355,(2018 RH3),26.1,16.0160337979,35.8129403019,2022-01-07,1641535320000,38157426.33629275,58439.287297512,False,True
3976533,(2020 AP1),29.6,3.1956188672,7.1456210173,2022-01-07,1641576720000,1743802.202326686,20346.4589009102,False,False
54191244,(2021 QC3),24.24,37.7185489265,84.3412394123,2022-01-07,1641562980000,60990404.19925779,29242.3727372618,False,False
54235405,(2022 AF),23.55,51.8268694616,115.8884031771,2022-01-07,1641540000000,9291061.627799144,35108.93367962,False,False
54235666,(2022 AR2),27.66,7.8082727749,17.4598287116,2022-01-07,1641566880000,645892.648390259,41770.6434081241,False,False
54236614,(2022 AZ5),22.89,70.2352247696,157.0507369998,2022-01-07,1641546660000,32832631.314192884,6683.0408586423,False,False
54245585,(2022 CV2),22.99,67.0741189325,149.9822894641,2022-01-07,1641565200000,18657814.63165156,31744.1816982311,False,False
54245818,(2022 CO3),25.71,19.1670367967,42.8587972046,2022-01-07,1641565260000,10592070.949726418,15598.9708459466,False,False
54246945,(2022 CN6),23.63,49.9522409906,111.6966064835,2022-01-07,1641579120000,12843440.279545734,35460.8403976306,False,False
54247545,(2016 FH60),23.14,62.597209966,139.9716166857,2022-01-07,1641565140000,18658853.080225952,31744.8360247963,False,False
54278177,(2022 JS),26.02,16.617090174,37.1569432173,2022-01-07,1641516840000,32109410.1804188,11998.7244309963,False,False
54282696,(2022 LW2),25.9,17.561231848,39.2681081809,2022-01-07,1641585600000,42057460.07078695,33357.2875659345,False,False
54425755,(2024 CU1),26.72,12.0380176738,26.917825833,2022-01-07,1641559380000,70312893.34758653,92921.7494633688,False,False
54440311,(2022 AY54),30.26,2.35806068,5.2727839755,2022-01-07,1641572400000,258875.299289315,64203.4809890064,False,False
54462805,(2024 NM3),25.06,25.855621208,57.8149266216,2022-01-07,1641530520000,60872423.43516804,57883.0818662683,False,False
54511081,(2024 YJ7),29.4,3.5039264111,7.8350176433,2022-01-07,1641592980000,7410911.319140062,25727.4921420703,False,False
3313974,(2006 BV39),29.1,4.0230457983,8.9958038817,2022-01-03,1641235560000,73706237.85472842,81860.9953952192,False,False
3366282,(2007 BD),25.4,22.1082810359,49.435619262,2022-01-03,1641246180000,56435592.12176937,69574.3597407704,False,False
3986680,(2020 AL3),26.2,15.2951935344,34.201092472,2022-01-03,1641222720000,50774885.61427455,83624.2504457378,False,False
54106298,(2021 BO),32.95,0.6832111991,1.5277066841,2022-01-03,1641177420000,72545279.63520963,70539.5034420685,False,False
54160408,(2021 LG7),24.09,40.4161533403,90.3732662579,2022-01-03,1641172800000,28397457.15623935,33451.7707746505,False,False
54214719,(2021 UW6),22.31,91.7392059155,205.1351006288,2022-01-03,1641238320000,42212305.95374484,39322.7916823386,False,False
54235431,(2022 AL),27.21,9.606274149,21.4802820076,2022-01-03,1641213900000,2806034.250005535,14791.8524564653,False,False
54235463,(2022 AU),29.13,3.9678475407,8.8723768253,2022-01-03,1641179100000,318517.890647922,26025.2562417962,False,True
54235467,(2022 AY),25.45,21.6050351196,48.3103271838,2022-01-03,1641208380000,7752437.302354836,44034.3406065262,False,False
54235479,(2022 AL1),26.28,14.7419514504,32.9640055641,2022-01-03,1641243000000,6545721.507540233,31793.9147319844,False,False
54235524,(2022 AO1),29.6,3.1956188672,7.1456210173,2022-01-03,1641226740000,347610.263225757,50699.9201593154,False,True
54235674,(2022 AZ2),27.75,7.4912618313,16.750970692,2022-01-03,1641238440000,1966661.216022021,35179.8200639127,False,False
54243723,(2022 BX5),29.04,4.1357566488,9.2478330051,2022-01-03,1641242640000,2289062.278420681,2340.343313525,False,False
54330582,(2022 WQ9),28.73,4.7704019801,10.6669431075,2022-01-03,1641211200000,29490472.3017032,18386.3687206673,False,False
54415896,(2023 XU10),27.66,7.8082727749,17.4598287116,2022-01-03,1641194460000,42189625.98914605,53748.6221034389,False,False
54513040,(2024 YZ12),26.54,13.0784108584,29.2442157171,2022-01-03,1641235320000,10093290.363369515,26011.7278785055,False,False
3555070,(2011 AU4),25.9,17.561231848,39.2681081809,2022-01-04,1641281700000,51253481.30410745,48037.479453581,False,False
3595775,(2012 AB11),22.32,91.3177025518,204.1925904549,2022-01-04,1641305640000,35660467.47905903,63419.2509076765,False,False
3671126,(2014 JJ55),25.3,23.150212221,51.7654482198,2022-01-04,1641325800000,27715673.4356723,24792.1805447869,False,False
3780740,(2017 QW1),26.2,15.2951935344,34.201092472,2022-01-04,1641256140000,20513363.241473828,28854.1426986551,False,False
54235528,(2022 AT1),26.22,15.1549663572,33.8875349715,2022-01-04,1641336780000,2041258.537972622,46146.2136583014,False,True
54279766,(2022 KE),25.5,21.113244479,47.2106498806,2022-01-04,1641295980000,73373311.5948293,19952.1261628286,False,False
54338714,(2023 AW),25.68,19.433676839,43.4550224647,2022-01-04,1641265860000,17897094.024201375,42764.5510284618,False,False
2668499,668499 (2012 AB11),22.32,91.3177025518,204.1925904549,2022-01-04,1641305640000,35660467.47905903,63419.2508286486,False,False
2471108,471108 (2010 CL1),19.38,353.6347842986,790.7514169001,2022-01-05,1641379200000,58787700.043895416,33347.5468858009,False,False
3365921,(2007 AM),21.82,114.9621762891,257.0632410238,2022-01-05,1641349200000,28070119.16965346,40915.8994247244,False,False
3479014,(2009 WM105),23.0,66.7659413495,149.2931834393,2022-01-05,1641396960000,34627430.20370004,35043.1227181288,False,False
3702966,(2014 YT9),20.59,202.5606008648,452.9392730968,2022-01-05,1641386700000,71333394.74031356,116243.1255289547,False,False
3837863,(2019 AU11),24.84,28.6124453783,63.9793728683,2022-01-05,1641360180000,60363685.62954372,55238.7588919164,False,False
54231776,(2021 YQ),23.8,46.1907460282,103.2856480504,2022-01-05,1641401280000,2137321.852766754,52919.0481305448,False,False
54232323,(2021 YX),25.09,25.5008687857,57.0216760901,2022-01-05,1641362520000,3840137.709384024,42898.8833858448,False,False
54235535,(2022 AD2),22.54,82.5191938525,184.5185269026,2022-01-05,1641409620000,15030249.960416349,88481.8236041399,False,False
54235667,(2022 AS2),28.95,4.3107712388,9.6391775254,2022-01-05,1641415680000,1503470.770766618,10015.5320931913,False,False
54239842,(2022 BL1),25.89,17.6422908113,39.4493615328,2022-01-05,1641415500000,5019428.714037469,26156.493505652,False,False
54243529,(2022 AV13),31.82,1.1496217629,2.5706324102,2022-01-05,1641364860000,109480.269041248,27115.3668275945,False,True
54278443,(2022 JV1),27.52,8.3282734552,18.6225855811,2022-01-05,1641370920000,40633913.099011645,20557.633295417,False,True
54416849,(2023 XN13),28.16,6.2023315295,13.868834919,2022-01-05,1641347820000,67451869.59837086,55682.51989842,False,False
54526039,(2025 GL),29.46,3.4084346887,7.6214916608,2022-01-05,1641412800000,26591100.2156177,19678.9803574518,False,False
3170204,(2003 YS17),21.6,127.2198785394,284.4722965033,2022-01-06,1641446520000,43639935.5112316,67388.4731294219,True,False
3310464,(2006 AN),24.36,35.690692667,79.8068149676,2022-01-06,1641427440000,23059073.81553228,16728.7690634073,False,False
3403506,(2008 DJ),20.62,199.78136523,446.7247132921,2022-01-06,1641479160000,25459377.249602407,41540.4377769334,True,False
3441843,(2008 YK2),19.5,334.6223744549,748.2383760735,2022-01-06,1641471840000,33998205.95942219,54370.5588900936,False,False
3555163,(2011 AR26),20.28,233.6441849736,522.4442801486,2022-01-06,1641508500000,69442311.98387255,48932.060396494,False,False
3621814,(2012 YL7),22.74,75.2583992483,168.2828965971,2022-01-06,1641505140000,60210971.35167568,39836.0211184656,False,False
3701710,(2014 WF497),20.34,227.2767322847,508.2062230927,2022-01-06,1641445560000,51641785.598804645,52360.899547158,False,False
3703059,(2014 YE15),28.3,5.8150703965,13.0028927004,2022-01-06,1641441240000,7403738.265831219,22966.8395969283,False,False
3786458,(2017 UG),27.5,8.4053340207,18.7948982439,2022-01-06,1641478500000,47595669.21514013,37023.780273547,False,False
3827322,(2018 RF2),28.2,6.0891262211,13.6157001539,2022-01-06,1641466620000,48879735.261828646,42574.0577243206,False,False
3837917,(2019 AM13),22.05,103.4081995395,231.2277636011,2022-01-06,1641470160000,67287725.72907929,92103.4583683157,False,False
3971138,(2020 AL),24.79,29.2789148476,65.4696439067,2022-01-06,1641437700000,32506416.403696444,9173.6239075486,False,False
54103879,(2021 AA),26.98,10.6795997524,23.8803110188,2022-01-06,1641470700000,20162466.582320336,93081.7511530283,False,False
54235433,(2022 AM),28.18,6.1454682123,13.7416846762,2022-01-06,1641480180000,692206.578164624,38103.9920977788,False,False
54235470,(2022 AB1),28.47,5.3771849769,12.023751136,2022-01-06,1641440940000,607492.161702941,21437.9271073355,False,False
54235663,(2022 AO2),24.19,38.5971267955,86.3057992509,2022-01-06,1641508140000,9573833.122370351,60176.9537966135,False,False
54236443,(2022 AY4),29.7,3.0517923259,6.824015094,2022-01-06,1641442020000,302040.732452512,61961.9954922007,False,False
54236579,(2022 AR5),26.81,11.5492817585,25.8249791033,2022-01-06,1641460320000,2093338.313731888,40956.1928727678,False,False
54279837,(2022 KR),26.96,10.7784168722,24.1012728161,2022-01-06,1641464580000,45727545.3634863,10211.3250892813,False,False
54392937,(2023 TA8),21.46,135.6922289935,303.4170480479,2022-01-06,1641471780000,52979371.61490671,63593.3337865495,False,False
54516840,(2025 BO1),27.21,9.606274149,21.4802820076,2022-01-06,1641491520000,12085824.605806973,25218.7145085151,False,False
2363505,363505 (2003 UC20),18.47,537.7184976927,1202.3751135999,2022-01-01,1641000300000,23591274.67076569,45066.7461340814,True,False
2488490,488490 (2000 AF205),21.9,110.8038821264,247.7650126055,2022-01-01,1641052140000,60914169.09478621,75878.6378083358,True,False
3388081,(2007 TL23),21.48,134.4481951604,300.6353038309,2022-01-01,1641059160000,29572775.48473644,111963.5647109464,True,False
3592308,(2012 AP10),26.5,13.3215566698,29.7879062798,2022-01-01,1641063060000,59408029.87201347,57585.3629130324,False,False
3744561,(2016 CN248),27.3,9.216265485,20.6081961232,2022-01-01,1641067860000,60839595.82817311,38513.9084274605,False,False
3771592,(2017 DA120),19.61,318.0936332215,711.2789870931,2022-01-01,1641000660000,70319336.34832999,66883.6477083809,False,False
3775153,(2017 KU34),23.6,50.6471458835,113.2504610618,2022-01-01,1641061500000,27431924.289101068,36525.9235136278,False,False
3795123,(2017 YK7),24.56,32.5502985765,72.7846803049,2022-01-01,1641060600000,54821431.867418505,79183.0465586744,False,False
3825582,(2018 NQ1),25.1,25.3837029364,56.7596852866,2022-01-01,1641079740000,69444072.64608394,28083.6288870371,False,False
3836179,(2018 VB7),25.1,25.3837029364,56.7596852866,2022-01-01,1641033480000,23588678.683967795,34325.4344124199,False,False
3843224,(2019 NP5),27.6,8.0270316728,17.948988478,2022-01-01,1641018120000,62698171.68553291,53439.5321902912,False,True
3905993,(2019 XK1),26.0,16.7708462163,37.5007521798,2022-01-01,1641008040000,34943517.66751279,35369.6624801173,False,False
54172000,(2021 OS),22.04,103.8855101016,232.2950624645,2022-01-01,1641059400000,68979797.22731657,68989.6809479808,False,False
54231779,(2021 YT),22.73,75.605776236,169.0596551553,2022-01-01,1641064980000,40580353.68063978,15813.9897292201,False,False
54235477,(2022 AJ1),27.86,7.1212294074,15.9235530382,2022-01-01,1641027660000,770529.455550131,40176.7702992313,False,False
54235478,(2022 AK1),22.38,88.8290416389,198.6277754808,2022-01-01,1641055380000,25682005.254266888,95980.5380733898,False,False
54235537,(2022 AF2),24.67,30.9424698617,69.1894660026,2022-01-01,1641079320000,12431720.253045725,41743.5229982498,False,False
54235681,(2022 AM3),26.57,12.8989683343,28.8429700351,2022-01-01,1641080280000,3985478.308239777,24783.9490671838,False,False
54248460,(2022 DE2),19.57,324.0074353942,724.5026507569,2022-01-01,1641001140000,70318526.11130628,66890.8327988686,False,False
54336908,(2022 YL5),24.19,38.5971267955,86.3057992509,2022-01-01,1641042600000,26677790.685304005,44176.3374491636,False,False
54336956,(2022 YV5),25.27,23.4722637531,52.4855773378,2022-01-01,1641014400000,34807094.612647526,57686.122177132,False,False
54337026,(2022 YK6),24.36,35.690692667,79.8068149676,2022-01-01,1641036660000,40342011.84091157,36473.7408075281,False,False
3625335,(2013 BC70),24.1,40.2304579834,89.9580388169,2022-01-02,1641096780000,21186736.165875223,36557.3742457644,False,False
3753290,(2016 JT28),23.7,48.3676488219,108.1533506775,2022-01-02,1641090540000,25824306.63775551,48636.0884509632,False,False
3756934,(2016 PC2),23.0,66.7659413495,149.2931834393,2022-01-02,1641099720000,74086679.0460218,73467.7954302229,False,False
3826839,(2018 PR23),25.4,22.1082810359,49.435619262,2022-01-02,1641089040000,72291553.01589254,30359.7718385923,False,False
54053824,(2020 RG2),27.1,10.1054341542,22.5964377109,2022-01-02,1641152280000,58971891.14975102,53942.3362298765,False,False
54143421,(2021 JG1),24.76,29.686225126,66.3804173771,2022-01-02,1641093720000,73305074.18696517,32682.2654550162,False,False
54203032,(2021 TK3),20.05,259.7496533301,580.817881978,2022-01-02,1641115380000,51317368.13663583,28046.8729404888,False,False
54231688,(2021 YK),27.35,9.0064776702,20.1390963084,2022-01-02,1641139380000,189869.107971242,25359.9855533708,False,True
54235436,(2022 AQ),27.04,10.3885510102,23.2295062464,2022-01-02,1641139080000,2886970.078587397,41194.9904738353,False,False
54235525,(2022 AP1),28.39,5.5789822107,12.4749834683,2022-01-02,1641142560000,180597.061908216,38304.772541869,False,True
54235670,(2022 AV2),24.81,29.0104841428,64.8694146035,2022-01-02,1641116400000,9930915.1298558,41204.9241523926,False,False
54240279,(2022 BF2),23.02,66.1538275199,147.9244553064,2022-01-02,1641116640000,20895446.359149203,49217.8699543345,False,False
54374712,(2023 NC),23.73,47.7040198012,106.6694310755,2022-01-02,1641126900000,43595781.684941314,46580.5007753576,False,False
54469019,(2024 RT5),23.92,43.7074004031,97.732718421,2022-01-02,1641129720000,69201356.96855116,58402.199157368,False,False
2417210,417210 (2005 XV77),20.56,205.3784995184,459.2402860401,2022-01-08,1641682500000,19993720.99278884,41074.7135203588,False,False
3278402,(2005 KA),24.7,30.5179232594,68.2401509401,2022-01-08,1641624840000,39615389.94363813,24191.1100627744,False,False
3795086,(2017 YQ5),24.7,30.5179232594,68.2401509401,2022-01-08,1641676320000,22743640.513285466,38864.4945250824,False,False
3989253,(2020 BD11),24.29,36.8599699314,82.4213984152,2022-01-08,1641657540000,36206421.120797925,26646.9425935876,False,False
54017273,(2020 KW5),26.3,14.6067964271,32.6617897446,2022-01-08,1641664680000,40673453.58130751,43274.7157352159,False,False
54236541,(2022 AE5),25.3,23.150212221,51.7654482198,2022-01-08,1641661800000,2964655.504489047,28578.481490799,False,False
54236577,(2022 AP5),25.07,25.7368254194,57.5492911629,2022-01-08,1641685920000,6883672.580375191,27716.0130968018,False,False
54240301,(2022 BF3),23.87,44.7254765433,100.0092058768,2022-01-08,1641606060000,24487329.125949457,17983.8141763613,False,False
54255806,(2022 EZ5),21.89,111.3153296083,248.908643942,2022-01-08,1641678420000,59327985.37746064,59695.2709857864,False,False
54347539,(2023 ER),23.99,42.320907965,94.6324270793,2022-01-08,1641644820000,52290846.98439788,33240.4340808999,False,False
54402472,(2023 VR1),25.83,18.1365624903,40.5545866065,2022-01-08,1641618960000,57002782.34801814,32779.2458579196,False,False
3134264,(2002 RR25),21.09,160.8996045096,359.7824532363,2022-01-09,1641709800000,49369164.96404503,40144.3309798366,False,False
3580964,(2011 TO),26.58,12.8397029582,28.7104486255,2022-01-09,1641740400000,67597541.31715208,81489.0920074168,False,True
3599541,(2012 DO8),22.34,90.4804968225,202.3205415331,2022-01-09,1641745140000,51228836.05733068,61621.4410422534,False,False
3720747,(2015 KX156),21.6,127.2198785394,284.4722965033,2022-01-09,1641717420000,69786239.17745848,84557.4588253728,False,False
3736807,(2015 YA),27.4,8.801465209,19.6806745089,2022-01-09,1641757320000,29719153.27554448,22090.3260926343,False,False
3747307,(2016 EC157),23.6,50.6471458835,113.2504610618,2022-01-09,1641754020000,54731362.84951655,78253.0906737888,False,False
3994621,(2020 DT2),27.6,8.0270316728,17.948988478,2022-01-09,1641741000000,59009271.887597695,35820.1896096701,False,False
54102026,(2020 YW3),25.73,18.9913123471,42.46586539,2022-01-09,1641714540000,43610842.435543776,33385.1162649625,False,False
54104844,(2021 AM2),27.18,9.7399107341,21.7791024963,2022-01-09,1641731820000,33448206.68264575,30376.7363840168,False,False
54228659,(2021 UF70),22.14,99.2098919421,221.8400624229,2022-01-09,1641708000000,18307522.01877756,39492.2082679664,False,False
54235434,(2022 AN),26.73,11.9827080067,26.7941496575,2022-01-09,1641724200000,1821914.221514428,21991.0320757662,False,False
54235475,(2022 AG1),25.14,24.9203981441,55.7237042765,2022-01-09,1641743340000,13440624.295297816,44312.8730456851,False,False
54235536,(2022 AE2),25.87,17.8055329183,39.8143819809,2022-01-09,1641726120000,1775453.970063416,29071.6011979226,False,False
2612443,612443 (2002 RR25),21.06,163.1379409728,364.7875257245,2022-01-09,1641709800000,49369134.76023508,40144.2668125229,False,False
54340154,(2023 BM4),23.71,48.1454196618,107.6564311691,2022-01-09,1641757200000,20873084.87345585,37574.5280739746,False,False
2375054,375054 (2007 PF6),20.81,183.0437803683,409.2983357621,2022-01-14,1642191300000,57927964.95959025,98312.700600463,True,False
2482391,482391 (2012 AN23),18.99,423.2090796502,946.324270793,2022-01-14,1642131780000,59498459.4507017,3464.4895052114,False,False
3596682,(2012 BL77),23.3,58.1507039646,130.0289270043,2022-01-14,1642180560000,63163769.983304895,52609.3780862092,False,False
3788136,(2017 UW42),17.88,705.5941583731,1577.756502649,2022-01-14,1642165380000,48734230.10531589,14609.0788838417,False,False
3843613,(2019 QB2),23.0,66.7659413495,149.2931834393,2022-01-14,1642153680000,70468761.71702608,79698.5765114551,False,False
54006054,(2020 DT4),25.5,21.113244479,47.2106498806,2022-01-14,1642194420000,22467411.20284552,15138.4598106452,False,False
54192752,(2021 RU2),23.28,58.6887658036,131.2320698525,2022-01-14,1642170600000,52900990.663628064,42752.5445213795,False,False
54203007,(2021 SC5),22.66,78.0827277491,174.5982871157,2022-01-14,1642193340000,17057639.953051683,32099.9395341189,False,False
54235406,(2022 AG),25.12,25.1509837491,56.239309364,2022-01-14,1642185000000,3194297.913921236,13777.9453992309,False,False
54236431,(2022 AA4),27.86,7.1212294074,15.9235530382,2022-01-14,1642178760000,1392857.29786012,14322.7261136945,False,False
54236542,(2022 AF5),26.66,12.3752783658,27.6719636665,2022-01-14,1642124880000,3320228.503300016,31839.1926719135,False,False
54239541,(2022 BA),21.37,141.4343753131,316.2568775553,2022-01-14,1642124880000,7873982.923847537,66123.0324471568,True,False
54244202,(2022 BP7),23.94,43.3066885476,96.8366994728,2022-01-14,1642184580000,24455096.649200965,43283.1661578457,False,False
54289174,(2022 MS2),23.2,60.8912622106,136.1570015386,2022-01-14,1642142820000,42213245.323649935,65532.826360705,False,False
54340106,(2023 BE4),25.67,19.5233786156,43.655601735,2022-01-14,1642181820000,19008951.57490385,41374.0745492652,False,False
54516263,(2025 BU),26.53,13.1387780601,29.3792008837,2022-01-14,1642180440000,27572409.763884906,37128.955695881,False,False
54518677,(2025 CJ1),28.2,6.0891262211,13.6157001539,2022-01-14,1642121100000,10099149.319068706,19414.147546872,False,False
3620667,(2012 XP111),23.61,50.4144433858,112.7301224584,2022-01-10,1641833460000,25483810.815393128,15812.7270841192,False,False
3766177,(2016 YF8),22.45,86.0111940119,192.3268766365,2022-01-10,1641824520000,54499955.85840878,55717.7236723652,False,False
3766435,(2017 AM13),25.09,25.5008687857,57.0216760901,2022-01-10,1641792240000,6777096.260307022,59958.7801235442,False,False
3802083,(2018 FO4),27.5,8.4053340207,18.7948982439,2022-01-10,1641774600000,63859461.92256436,25697.5045881172,False,False
3893738,(2019 VG6),21.23,150.8533561176,337.3183589129,2022-01-10,1641853980000,10463959.492679205,42989.5617894392,True,False
54145087,(2021 JY5),27.45,8.6011194012,19.2326876637,2022-01-10,1641789000000,21748844.14856585,12315.7278787518,False,False
54234943,(2022 AD),24.33,36.1871996599,80.917038355,2022-01-10,1641794820000,9171308.966697969,24662.6736096156,False,False
54235469,(2022 AZ),23.91,43.9091445969,98.1838321526,2022-01-10,1641796920000,3217602.823621955,51574.9682163784,False,False
54235531,(2022 AZ1),24.27,37.201031034,83.1840342251,2022-01-10,1641808980000,11405871.768691491,32373.7324099145,False,False
54236586,(2022 AY5),29.2,3.8419789106,8.5909260123,2022-01-10,1641810900000,102192.459206328,33029.5690412535,False,False
54237994,(2022 AX6),26.8,11.6025908209,25.9441817907,2022-01-10,1641823800000,1494426.068586631,49154.6978300401,False,False
54238327,(2022 AC7),30.14,2.4920398144,5.5723704277,2022-01-10,1641847260000,153930.717988171,19121.5365262091,False,False
54301304,(2022 RC2),25.5,21.113244479,47.2106498806,2022-01-10,1641783720000,20869077.83466875,17168.8839514938,False,False
54332005,(2022 XT),25.82,18.2202770591,40.7417780731,2022-01-10,1641830100000,65557416.44679811,100416.2767678328,False,False
3092248,(2000 AH205),22.6,80.2703167283,179.4898847799,2022-01-11,1641928740000,37151970.03127119,71901.8181084712,False,False
3170202,(2003 YJ),20.34,227.2767322847,508.2062230927,2022-01-11,1641911520000,57457871.97885432,62398.8260131648,False,False
3655555,(2013 YD48),22.6,80.2703167283,179.4898847799,2022-01-11,1641944880000,5596229.22713334,53165.6896929347,False,False
3733271,(2015 VH2),27.4,8.801465209,19.6806745089,2022-01-11,1641943440000,60625543.05765298,52295.6349855155,False,False
3757285,(2016 PJ38),21.13,157.96285576,353.2156833994,2022-01-11,1641893340000,74549196.80949497,47285.7633344473,False,False
3989198,(2020 BT8),22.66,78.0827277491,174.5982871157,2022-01-11,1641944340000,50801435.79544853,32114.9771362997,False,False
54104073,(2021 AC),23.68,48.8151891662,109.1540813101,2022-01-11,1641940620000,51350911.49463977,57275.8723456103,False,False
54104267,(2021 AR),23.95,43.1077123878,96.3917752536,2022-01-11,1641941700000,50352036.02983908,46391.74440507,False,False
54147412,(2021 KY1),23.97,42.7124985051,95.5080501462,2022-01-11,1641900300000,49802945.14124885,23551.013274185,False,False
54235441,(2022 AT),25.29,23.2570687455,52.0043866724,2022-01-11,1641922980000,7617411.880549832,35931.0347686538,False,False
54235678,(2022 AH3),24.31,36.5220356958,81.6657544926,2022-01-11,1641879540000,9181844.68092867,60025.0591004803,False,False
54236436,(2022 AB4),26.79,11.6561459469,26.0639346928,2022-01-11,1641926760000,428006.716687334,35516.9604619443,False,True
54236433,(2022 AC4),29.08,4.0602705828,9.0790410302,2022-01-11,1641878340000,92041.750053857,30129.0409564217,False,False
54236432,(2022 AD4),27.56,8.1762653336,18.282685088,2022-01-11,1641904140000,1117455.293560851,20531.66645411,False,False
54236578,(2022 AQ5),24.97,26.9497646329,60.2615056967,2022-01-11,1641924180000,8958471.693831377,23817.3367784894,False,False
54293876,(2020 AQ24),24.98,26.8259417119,59.9846292283,2022-01-11,1641914400000,18621467.570207223,61899.0480605635,False,False
54287655,(2022 MG),24.34,36.0209345803,80.5452583346,2022-01-11,1641915960000,38645852.98479079,36964.9026465804,False,False
54338890,(2023 AP1),25.64,19.7949758664,44.2629116503,2022-01-11,1641863100000,50880636.33361776,70750.2583612476,False,False
54339214,(2023 BG),23.29,58.4191154186,130.6291132614,2022-01-11,1641887220000,40369976.18571045,27139.1196182389,False,False
54417744,(2023 YY),24.75,29.8232505153,66.6868154623,2022-01-11,1641898260000,45554291.32798682,53952.6231901292,False,False
54431802,(2024 FY2),23.78,46.618143739,104.2413383852,2022-01-11,1641909000000,66055513.52048698,14736.4030109719,False,False
3102784,(2002 BF25),22.62,79.534394041,177.844311625,2022-01-12,1642012320000,18355719.655011386,37739.8389474824,False,False
3485809,(2010 AO60),21.75,118.7284987937,265.4849941693,2022-01-12,1642028880000,44750585.926801465,60710.8060622855,False,False
3596685,(2012 BO77),22.3,92.1626548503,206.0819612321,2022-01-12,1641972780000,69474870.82333423,51622.7362280737,False,False
3770284,(2017 DK109),21.91,110.2947845322,246.6266357777,2022-01-12,1642001880000,57489953.87038688,29897.4480692199,False,False
3797456,(2018 AN2),24.8,29.1443904535,65.1688382168,2022-01-12,1642006980000,15773090.047012435,41472.4984392881,False,False
3843158,(2019 NX2),21.15,156.5146435935,349.9773825493,2022-01-12,1642028280000,46484484.01710459,57783.0482004928,False,False
54104276,(2021 AA1),26.1,16.0160337979,35.8129403019,2022-01-12,1641983280000,24515046.499624763,45212.9818358758,False,False
54105095,(2021 AX3),25.46,21.5057690002,48.0883613928,2022-01-12,1642001880000,30361046.0658454,40662.9743013684,False,False
54171997,(2021 OP),24.47,33.9277435382,75.8647408746,2022-01-12,1641981540000,49797661.10512386,81133.9780495194,False,False
54190785,(2021 QE2),24.49,33.6166921158,75.1692087496,2022-01-12,1642028940000,73636891.74713013,57336.1308574409,False,False
54203035,(2021 TN3),25.26,23.5806068,52.7278397554,2022-01-12,1642012440000,25236356.53556939,17339.9899421469,False,False
54214045,(2021 UP5),22.02,104.8467508916,234.4444622136,2022-01-12,1641995820000,35390068.281848945,18472.0722958319,False,False
54235438,(2022 AR),20.95,171.6148940774,383.7425691085,2022-01-12,1642001640000,38165662.82102028,107486.1340444433,False,False
54235474,(2022 AF1),24.74,29.9609083851,66.9946278168,2022-01-12,1641957780000,4436720.805452103,42718.739697094,False,False
54235532,(2022 AA2),26.3,14.6067964271,32.6617897446,2022-01-12,1641987240000,2521633.185836416,26305.5200935544,False,False
54236581,(2022 AT5),27.7,7.6657557353,17.1411509231,2022-01-12,1641983220000,2173479.014674913,34682.656725174,False,False
54236937,(2022 AO6),25.26,23.5806068,52.7278397554,2022-01-12,1642020540000,437635.748147541,25672.2833429427,False,False
54239835,(2022 BC1),23.64,49.7227312909,111.1834071935,2022-01-12,1641958140000,9940864.360596957,22626.0612307774,False,False
54240401,(2022 BK3),26.04,16.4647437755,36.8162863142,2022-01-12,1642006620000,3823810.582892437,52862.3277625566,False,False
54240422,(2022 BO4),23.48,53.5247905613,119.6850701766,2022-01-12,1642009320000,29265013.277027264,12201.2464825205,False,False
54245819,(2022 CQ3),21.44,136.9477737298,306.2245314272,2022-01-12,1641949440000,37015682.40735764,48841.1833979491,True,False
54380210,(2023 RF1),25.86,17.887719524,39.9981568182,2022-01-12,1641962220000,33598716.157186165,19847.4623204419,False,True
54382900,(2023 RF9),25.68,19.433676839,43.4550224647,2022-01-12,1641955680000,18966708.69684515,43689.0606119708,False,False
54516185,(2025 BL),25.49,21.2106987876,47.4285643393,2022-01-12,1641986400000,18856955.03769648,22643.8985690186,False,False
3655754,(2014 AZ16),24.1,40.2304579834,89.9580388169,2022-01-13,1642064580000,71029679.43922386,80238.2956201264,False,False
3725756,(2015 OX78),19.84,286.1244537828,639.7937286834,2022-01-13,1642033260000,29438597.65454328,77550.0912753368,False,False
3802102,(2018 FJ5),20.13,250.3542547558,559.8091320902,2022-01-13,1642113000000,73653513.23735051,86497.8755417528,True,False
3838077,(2019 BA5),25.2,24.2412481101,54.2050786336,2022-01-13,1642100940000,42876830.83732616,60209.7214786596,False,False
54016668,(2020 HN3),29.4,3.5039264111,7.8350176433,2022-01-13,1642064880000,23758309.66849289,14065.8174808345,False,True
